ensembl_gene_id	gene_name	gene_biotype
ENSMUSG00000029829	Tmem213	protein_coding
ENSMUSG00000090577	Gm3027	pseudogene
ENSMUSG00000090701	Gm6486	pseudogene
ENSMUSG00000091936	Gm3053	pseudogene
ENSMUSG00000063455	D630045J12Rik	protein_coding
ENSMUSG00000091483	Gm8715	pseudogene
ENSMUSG00000062353	Gm15772	pseudogene
ENSMUSG00000034105	4632415K11Rik	protein_coding
ENSMUSG00000083921	Gm15750	pseudogene
ENSMUSG00000083840	Gm15459	pseudogene
ENSMUSG00000031827	Cotl1	protein_coding
ENSMUSG00000031828	Klhl36	protein_coding
ENSMUSG00000081226	Gm8802	pseudogene
ENSMUSG00000031826	Usp10	protein_coding
ENSMUSG00000086528	Gm15731	antisense
ENSMUSG00000057637	Prdm2	protein_coding
ENSMUSG00000037974	Muc5ac	protein_coding
ENSMUSG00000082867	Gm15730	pseudogene
ENSMUSG00000078183	Gm15610	pseudogene
ENSMUSG00000084923	Gm15611	lincRNA
ENSMUSG00000080875	Gm7332	pseudogene
ENSMUSG00000092329	Gm20388	protein_coding
ENSMUSG00000028583	Pdpn	protein_coding
ENSMUSG00000047749	Zc3hav1l	protein_coding
ENSMUSG00000031825	Crispld2	protein_coding
ENSMUSG00000029826	Zc3hav1	protein_coding
ENSMUSG00000089926	Gm15734	lincRNA
ENSMUSG00000086115	Gm15733	pseudogene
ENSMUSG00000081952	Gm12178	pseudogene
ENSMUSG00000091487	Gm6586	pseudogene
ENSMUSG00000083954	Gm12179	pseudogene
ENSMUSG00000091817	Gm17091	pseudogene
ENSMUSG00000083159	Gm12180	pseudogene
ENSMUSG00000082250	Gm12181	pseudogene
ENSMUSG00000090991	Gm6647	pseudogene
ENSMUSG00000083460	Gm12182	pseudogene
ENSMUSG00000082454	Gm12183	pseudogene
ENSMUSG00000090793	Gm6650	pseudogene
ENSMUSG00000091939	Gm17595	lincRNA
ENSMUSG00000090953	Gm17250	lincRNA
ENSMUSG00000092489	Vmn1r-ps53	pseudogene
ENSMUSG00000092631	Vmn1r-ps54	pseudogene
ENSMUSG00000029819	Npy	protein_coding
ENSMUSG00000092326	Vmn1r-ps55	pseudogene
ENSMUSG00000092285	Vmn1r-ps56	pseudogene
ENSMUSG00000092466	Vmn1r-ps57	pseudogene
ENSMUSG00000038388	Mpp6	protein_coding
ENSMUSG00000021987	Mtmr6	protein_coding
ENSMUSG00000092552	Gm4287	pseudogene
ENSMUSG00000068228	Vmn1r-ps34	pseudogene
ENSMUSG00000089781	Gm15756	antisense
ENSMUSG00000021986	Fam123a	protein_coding
ENSMUSG00000072894	Ppp1r2-ps2	pseudogene
ENSMUSG00000085624	Gm14573	antisense
ENSMUSG00000034192	Lsm3	processed_transcript
ENSMUSG00000021990	Spata13	protein_coding
ENSMUSG00000087317	4930466I24Rik	antisense
ENSMUSG00000085413	1700010K10Rik	antisense
ENSMUSG00000039852	Rere	protein_coding
ENSMUSG00000068180	AY512915	antisense
ENSMUSG00000027160	Ccdc34	protein_coding
ENSMUSG00000083086	Gm15531	pseudogene
ENSMUSG00000093559	RP23-333F8.1	sense_intronic
ENSMUSG00000038555	Reep2	protein_coding
ENSMUSG00000084319	Tpt1-ps3	pseudogene
ENSMUSG00000079224	Gm6565	pseudogene
ENSMUSG00000038418	Egr1	protein_coding
ENSMUSG00000071347	C1qtnf9	protein_coding
ENSMUSG00000041660	Bbox1	protein_coding
ENSMUSG00000084157	Gm15576	pseudogene
ENSMUSG00000021993	Mipep	protein_coding
ENSMUSG00000085067	Gm15631	lincRNA
ENSMUSG00000091428	Gm17507	protein_coding
ENSMUSG00000091845	Gm4604	pseudogene
ENSMUSG00000060548	Tnfrsf19	protein_coding
ENSMUSG00000024360	Etf1	protein_coding
ENSMUSG00000039838	Slc45a1	protein_coding
ENSMUSG00000074971	Fibin	protein_coding
ENSMUSG00000092208	Vmn1r-ps58	pseudogene
ENSMUSG00000092398	Vmn1r-ps59	pseudogene
ENSMUSG00000092318	Vmn1r-ps60	pseudogene
ENSMUSG00000041644	Slc5a12	protein_coding
ENSMUSG00000066807	Gm10179	pseudogene
ENSMUSG00000092535	Vmn1r-ps61	pseudogene
ENSMUSG00000092350	Vmn1r-ps62	pseudogene
ENSMUSG00000092248	Vmn1r-ps63	pseudogene
ENSMUSG00000092351	Vmn1r-ps64	pseudogene
ENSMUSG00000092476	Vmn1r-ps65	pseudogene
ENSMUSG00000092331	Vmn1r-ps66	pseudogene
ENSMUSG00000092610	Vmn1r-ps67	pseudogene
ENSMUSG00000092359	Vmn1r-ps68	pseudogene
ENSMUSG00000092583	Vmn2r-ps53	pseudogene
ENSMUSG00000043024	Gm16433	pseudogene
ENSMUSG00000081550	Gm15877	pseudogene
ENSMUSG00000078545	AC182763.1	protein_coding
ENSMUSG00000087341	0610040F04Rik	lincRNA
ENSMUSG00000048279	Sacs	protein_coding
ENSMUSG00000092057	AC182763.2	protein_coding
ENSMUSG00000082872	Gm15773	pseudogene
ENSMUSG00000048261	Gm4879	pseudogene
ENSMUSG00000028967	Errfi1	protein_coding
ENSMUSG00000090576	Gm17055	lincRNA
ENSMUSG00000092427	Vmn1r-ps69	pseudogene
ENSMUSG00000068102	Gm6749	pseudogene
ENSMUSG00000074547	Gm10712	pseudogene
ENSMUSG00000092448	Gm20387	processed_transcript
ENSMUSG00000082586	Gm15436	pseudogene
ENSMUSG00000092603	Gm20386	pseudogene
ENSMUSG00000081982	Gm6168	pseudogene
ENSMUSG00000083443	Gm15519	pseudogene
ENSMUSG00000029633	Gm5578	pseudogene
ENSMUSG00000084102	Gm15437	pseudogene
ENSMUSG00000078281	Gm6134	pseudogene
ENSMUSG00000080705	Gm15439	pseudogene
ENSMUSG00000093773	Gm18355	pseudogene
ENSMUSG00000086429	Gt(ROSA)26Sor	non_coding
ENSMUSG00000093665	Gm8057	pseudogene
ENSMUSG00000093549	RP24-194K24.4	pseudogene
ENSMUSG00000093664	RP24-370G23.6	pseudogene
ENSMUSG00000093584	Gm8040	pseudogene
ENSMUSG00000028964	Park7	protein_coding
ENSMUSG00000035296	Sgcg	protein_coding
ENSMUSG00000093736	RP23-349I13.2	pseudogene
ENSMUSG00000024359	Hspa9	protein_coding
ENSMUSG00000021770	Samd8	protein_coding
ENSMUSG00000093389	RP23-349I13.1	pseudogene
ENSMUSG00000093509	Gm8064	pseudogene
ENSMUSG00000074968	Ano3	protein_coding
ENSMUSG00000093567	Gm3959	pseudogene
ENSMUSG00000093707	Gm3965	pseudogene
ENSMUSG00000093770	Gm8072	pseudogene
ENSMUSG00000093630	Gm3968	pseudogene
ENSMUSG00000093742	Gm3977	pseudogene
ENSMUSG00000043157	Arl11	protein_coding
ENSMUSG00000093613	Gm3980	pseudogene
ENSMUSG00000021928	Ebpl	protein_coding
ENSMUSG00000093623	Gm3981	pseudogene
ENSMUSG00000021929	Kpna3	protein_coding
ENSMUSG00000029821	Dfna5	protein_coding
ENSMUSG00000021771	Vdac2	protein_coding
ENSMUSG00000058518	Rps12-ps2	protein_coding
ENSMUSG00000021930	6330409N04Rik	protein_coding
ENSMUSG00000028965	Tnfrsf9	protein_coding
ENSMUSG00000050808	Muc15	protein_coding
ENSMUSG00000093494	Gm3984	pseudogene
ENSMUSG00000035235	Trim13	protein_coding
ENSMUSG00000093723	Gm3987	pseudogene
ENSMUSG00000090194	Gm16161	antisense
ENSMUSG00000093415	Gm3989	pseudogene
ENSMUSG00000085012	Gm15492	antisense
ENSMUSG00000093532	Gm3994	pseudogene
ENSMUSG00000046168	Kcnrg	protein_coding
ENSMUSG00000021773	Comtd1	protein_coding
ENSMUSG00000093591	Gm3996	pseudogene
ENSMUSG00000048281	Dleu7	protein_coding
ENSMUSG00000087053	Gm15082	lincRNA
ENSMUSG00000093527	Gm3998	pseudogene
ENSMUSG00000087083	Gm15083	lincRNA
ENSMUSG00000021932	Rnaseh2b	protein_coding
ENSMUSG00000093612	Gm4001	pseudogene
ENSMUSG00000081805	Gm14335	pseudogene
ENSMUSG00000055396	D830050J10Rik	pseudogene
ENSMUSG00000093636	Gm4003	pseudogene
ENSMUSG00000030321	BC060267	antisense
ENSMUSG00000079170	Gm13941	protein_coding
ENSMUSG00000093464	Gm4897	pseudogene
ENSMUSG00000093727	Gm8053	pseudogene
ENSMUSG00000079169	Gm15130	protein_coding
ENSMUSG00000092625	Gm20404	processed_transcript
ENSMUSG00000093377	RP24-84K14.9	pseudogene
ENSMUSG00000039081	Zfp503	protein_coding
ENSMUSG00000060214	Gm8203	pseudogene
ENSMUSG00000093554	RP24-370G23.8	pseudogene
ENSMUSG00000027157	4930430A15Rik	protein_coding
ENSMUSG00000093643	Gm10679	pseudogene
ENSMUSG00000082474	Gm8213	pseudogene
ENSMUSG00000093435	Gm10678	pseudogene
ENSMUSG00000021933	Gucy1b2	protein_coding
ENSMUSG00000060393	Gm5580	pseudogene
ENSMUSG00000093397	Gm4014	pseudogene
ENSMUSG00000054488	Gm9946	lincRNA
ENSMUSG00000063458	1700112E06Rik	protein_coding
ENSMUSG00000093421	RP23-163B8.3	pseudogene
ENSMUSG00000071237	Gm6253	pseudogene
ENSMUSG00000082791	Gm4875	pseudogene
ENSMUSG00000029822	Osbpl3	protein_coding
ENSMUSG00000080719	Gm15532	pseudogene
ENSMUSG00000028963	Uts2	protein_coding
ENSMUSG00000089896	Wnk1	pseudogene
ENSMUSG00000089936	Gm16199	pseudogene
ENSMUSG00000059827	Gm5670	protein_coding
ENSMUSG00000072800	Cecr6	pseudogene
ENSMUSG00000090620	Gm6724	protein_coding
ENSMUSG00000074966	Olfr1275	protein_coding
ENSMUSG00000028957	Per3	protein_coding
ENSMUSG00000037815	Ctnna1	protein_coding
ENSMUSG00000063142	Kcnma1	protein_coding
ENSMUSG00000063844	Olfr1276	protein_coding
ENSMUSG00000074965	Olfr1277	protein_coding
ENSMUSG00000035184	Fam124a	protein_coding
ENSMUSG00000068647	Olfr1278	protein_coding
ENSMUSG00000068646	Olfr1279	protein_coding
ENSMUSG00000093739	RP23-329D14.2	antisense
ENSMUSG00000091155	Serpine3	protein_coding
ENSMUSG00000068645	Olfr1280	protein_coding
ENSMUSG00000086527	Gm15856	antisense
ENSMUSG00000071204	Gm10319	pseudogene
ENSMUSG00000068644	Olfr1281	protein_coding
ENSMUSG00000035161	Ints6	protein_coding
ENSMUSG00000074964	Olfr1282	protein_coding
ENSMUSG00000055093	Gm8430	pseudogene
ENSMUSG00000064266	Olfr1283	protein_coding
ENSMUSG00000090192	Gm16556	processed_transcript
ENSMUSG00000050781	Olfr1284	protein_coding
ENSMUSG00000014547	Wdfy2	protein_coding
ENSMUSG00000071862	Lrrtm2	protein_coding
ENSMUSG00000062280	Olfr1285	protein_coding
ENSMUSG00000024357	Sil1	protein_coding
ENSMUSG00000074963	Olfr1286	protein_coding
ENSMUSG00000063377	Olfr1287	protein_coding
ENSMUSG00000075574	Defb48	protein_coding
ENSMUSG00000090044	Gm16557	pseudogene
ENSMUSG00000089931	Gm8459	pseudogene
ENSMUSG00000090381	Gm6158	protein_coding
ENSMUSG00000075573	Defb47	protein_coding
ENSMUSG00000044039	Olfr1288	protein_coding
ENSMUSG00000062742	Gm5239	protein_coding
ENSMUSG00000075572	Defb43	protein_coding
ENSMUSG00000061195	Olfr1289	protein_coding
ENSMUSG00000037236	Matr3	protein_coding
ENSMUSG00000021782	Dlg5	protein_coding
ENSMUSG00000075571	Defb30	protein_coding
ENSMUSG00000074962	Olfr1290	protein_coding
ENSMUSG00000093719	Gm4016	pseudogene
ENSMUSG00000028955	Vamp3	protein_coding
ENSMUSG00000093513	Gm4018	pseudogene
ENSMUSG00000093420	Gm4023	pseudogene
ENSMUSG00000074960	Olfr1294	protein_coding
ENSMUSG00000093683	RP24-370G23.10	pseudogene
ENSMUSG00000054763	Defb42	protein_coding
ENSMUSG00000054272	Zscan4c	protein_coding
ENSMUSG00000092576	Gm7235	pseudogene
ENSMUSG00000074959	Olfr1295	protein_coding
ENSMUSG00000093678	RP24-370G23.7	pseudogene
ENSMUSG00000074958	Olfr1297	protein_coding
ENSMUSG00000063830	Gm6065	pseudogene
ENSMUSG00000086533	Gm16266	antisense
ENSMUSG00000068641	Olfr1298	protein_coding
ENSMUSG00000090714	Zscan4d	protein_coding
ENSMUSG00000089636	1700058P15Rik	antisense
ENSMUSG00000021939	Ctsb	protein_coding
ENSMUSG00000092381	Gm20512	antisense
ENSMUSG00000091880	Zscan4e	protein_coding
ENSMUSG00000087206	Gm16175	antisense
ENSMUSG00000087593	Gm16174	antisense
ENSMUSG00000074957	Olfr1299	protein_coding
ENSMUSG00000070828	Zscan4f	protein_coding
ENSMUSG00000089886	Gm16184	pseudogene
ENSMUSG00000090075	Gm16251	antisense
ENSMUSG00000090633	Vmn1r-ps79	pseudogene
ENSMUSG00000057149	Olfr1301	protein_coding
ENSMUSG00000092487	Vmn1r-ps71	pseudogene
ENSMUSG00000072789	Gm10420	pseudogene
ENSMUSG00000092432	Vmn1r-ps72	pseudogene
ENSMUSG00000080932	Gm10224	pseudogene
ENSMUSG00000090463	Vmn1r-ps73	pseudogene
ENSMUSG00000044560	Olfr1302	protein_coding
ENSMUSG00000021273	Fdft1	protein_coding
ENSMUSG00000014592	Camta1	protein_coding
ENSMUSG00000092616	Vmn1r-ps74	pseudogene
ENSMUSG00000092076	Gm4482	pseudogene
ENSMUSG00000070826	Zscan4-ps2	protein_coding
ENSMUSG00000083713	Gm5883	pseudogene
ENSMUSG00000092207	Vmn1r-ps75	pseudogene
ENSMUSG00000093652	Vmn2r-ps31	pseudogene
ENSMUSG00000070824	Vmn1r72	protein_coding
ENSMUSG00000092337	Vmn1r-ps76	pseudogene
ENSMUSG00000074956	Olfr1303	protein_coding
ENSMUSG00000092506	Vmn1r-ps77	pseudogene
ENSMUSG00000093724	Vmn2r-ps32	pseudogene
ENSMUSG00000092236	Vmn1r-ps78	pseudogene
ENSMUSG00000051687	Vmn1r73	protein_coding
ENSMUSG00000072467	Gm16451	pseudogene
ENSMUSG00000093385	A330044P14Rik	lincRNA
ENSMUSG00000074955	Olfr1305	protein_coding
ENSMUSG00000092507	Gm4558	pseudogene
ENSMUSG00000047655	Vmn1r74	protein_coding
ENSMUSG00000091940	Vmn1r-ps70	pseudogene
ENSMUSG00000093735	Vmn2r-ps33	pseudogene
ENSMUSG00000074954	Olfr1306	protein_coding
ENSMUSG00000092547	Vmn1r-ps80	pseudogene
ENSMUSG00000093694	Vmn2r-ps34	pseudogene
ENSMUSG00000035121	Neil2	protein_coding
ENSMUSG00000043308	Vmn1r75	protein_coding
ENSMUSG00000090791	Vmn1r158	pseudogene
ENSMUSG00000091235	Gm4207	pseudogene
ENSMUSG00000089961	Gm16567	antisense
ENSMUSG00000074953	Olfr1307	protein_coding
ENSMUSG00000045713	Vmn1r76	protein_coding
ENSMUSG00000092613	Gm16456	pseudogene
ENSMUSG00000087327	Gm15884	antisense
ENSMUSG00000092462	Vmn1r-ps83	pseudogene
ENSMUSG00000092496	Vmn1r-ps84	pseudogene
ENSMUSG00000074952	Olfr1308	protein_coding
ENSMUSG00000091201	Vmn1r77	protein_coding
ENSMUSG00000092629	Vmn1r-ps85	pseudogene
ENSMUSG00000092482	Gm20531	processed_transcript
ENSMUSG00000066724	Gm10175	pseudogene
ENSMUSG00000061602	Vmn1r78	protein_coding
ENSMUSG00000082802	Gm15465	pseudogene
ENSMUSG00000089834	Gm16303	pseudogene
ENSMUSG00000021944	Gata4	protein_coding
ENSMUSG00000074951	Olfr1309	protein_coding
ENSMUSG00000011350	Gm5893	processed_transcript
ENSMUSG00000081113	Gm7308	pseudogene
ENSMUSG00000046443	Vmn1r79	protein_coding
ENSMUSG00000074949	Olfr1310	protein_coding
ENSMUSG00000057161	Vmn1r80	protein_coding
ENSMUSG00000074948	Olfr1311	protein_coding
ENSMUSG00000085813	Gm15870	antisense
ENSMUSG00000053173	Rpl18-ps2	pseudogene
ENSMUSG00000074947	Olfr1312	protein_coding
ENSMUSG00000066805	Vmn1r81	protein_coding
ENSMUSG00000091977	Gm17350	protein_coding
ENSMUSG00000037058	Paip2	protein_coding
ENSMUSG00000058132	Vmn1r82	protein_coding
ENSMUSG00000025810	Nrp1	protein_coding
ENSMUSG00000074946	Olfr1313	protein_coding
ENSMUSG00000050347	Gm9844	pseudogene
ENSMUSG00000066804	Vmn1r83	protein_coding
ENSMUSG00000074945	Olfr1314	protein_coding
ENSMUSG00000093440	RP24-312B12.1	sense_overlapping
ENSMUSG00000066803	Vmn1r84	protein_coding
ENSMUSG00000074943	Olfr1316	protein_coding
ENSMUSG00000081732	Gm15495	pseudogene
ENSMUSG00000034071	Zfp551	protein_coding
ENSMUSG00000050776	Olfr1317	protein_coding
ENSMUSG00000063694	Cycs	protein_coding
ENSMUSG00000049758	Olfr1318	protein_coding
ENSMUSG00000014453	Blk	protein_coding
ENSMUSG00000027134	Lpcat4	protein_coding
ENSMUSG00000045149	Gm8946	pseudogene
ENSMUSG00000030386	Zfp606	protein_coding
ENSMUSG00000092464	Gm8902	pseudogene
ENSMUSG00000029828	4921507P07Rik	protein_coding
ENSMUSG00000035095	Fam167a	protein_coding
ENSMUSG00000025809	Itgb1	protein_coding
ENSMUSG00000085739	Gm15862	antisense
ENSMUSG00000059659	Gm10069	lincRNA
ENSMUSG00000058700	Gm8724	pseudogene
ENSMUSG00000021953	Tdh	protein_coding
ENSMUSG00000085786	Gm15987	antisense
ENSMUSG00000092514	Vmn1r-ps86	pseudogene
ENSMUSG00000079223	Gm8778	pseudogene
ENSMUSG00000086868	Gm15883	antisense
ENSMUSG00000087150	BC064078	pseudogene
ENSMUSG00000084974	Gm15567	lincRNA
ENSMUSG00000083622	Gm15570	pseudogene
ENSMUSG00000041358	BC125332	protein_coding
ENSMUSG00000082016	Pgam1-ps2	pseudogene
ENSMUSG00000082694	Gm16187	pseudogene
ENSMUSG00000030385	2900092C05Rik	protein_coding
ENSMUSG00000092012	Gm4782	protein_coding
ENSMUSG00000024354	Slc23a1	protein_coding
ENSMUSG00000091981	Gm8038	protein_coding
ENSMUSG00000029831	Npvf	protein_coding
ENSMUSG00000027133	Nop10	protein_coding
ENSMUSG00000091797	Vmn2r53	protein_coding
ENSMUSG00000093611	Tdh	protein_coding
ENSMUSG00000025808	Ccdc7	protein_coding
ENSMUSG00000087371	Gm15541	antisense
ENSMUSG00000074243	Gm10651	pseudogene
ENSMUSG00000035078	Mtmr9	protein_coding
ENSMUSG00000053088	Vmn2r54	protein_coding
ENSMUSG00000090009	Gm16282	antisense
ENSMUSG00000073072	G930045G22Rik	protein_coding
ENSMUSG00000027130	Slc12a6	protein_coding
ENSMUSG00000091045	Vmn2r55	protein_coding
ENSMUSG00000035067	Xkr6	protein_coding
ENSMUSG00000050633	1110035H17Rik	pseudogene
ENSMUSG00000061115	Gm17113	pseudogene
ENSMUSG00000090762	Vmn2r56	protein_coding
ENSMUSG00000090331	Gm17199	pseudogene
ENSMUSG00000078491	Gm13090	protein_coding
ENSMUSG00000083669	Gm10169	pseudogene
ENSMUSG00000038925	E330034G19Rik	protein_coding
ENSMUSG00000070822	Zscan18	protein_coding
ENSMUSG00000039768	Dnajc11	protein_coding
ENSMUSG00000082987	Gm11654	pseudogene
ENSMUSG00000081293	Gm11673	pseudogene
ENSMUSG00000091712	Sec14l5	protein_coding
ENSMUSG00000080711	Gm11686	pseudogene
ENSMUSG00000086384	Gm12357	antisense
ENSMUSG00000023143	Nagpa	protein_coding
ENSMUSG00000082480	Gm11687	pseudogene
ENSMUSG00000074758	Gm5535	lincRNA
ENSMUSG00000085127	4930444E06Rik	antisense
ENSMUSG00000082436	Gm11688	pseudogene
ENSMUSG00000084837	1700108N11Rik	antisense
ENSMUSG00000081450	Gm11700	pseudogene
ENSMUSG00000082313	Gm11701	pseudogene
ENSMUSG00000083674	Zfp133-ps	pseudogene
ENSMUSG00000051669	AU021092	protein_coding
ENSMUSG00000084306	Gm11743	pseudogene
ENSMUSG00000039427	Alg1	protein_coding
ENSMUSG00000082858	Gm11746	pseudogene
ENSMUSG00000087158	Gm14093	sense_intronic
ENSMUSG00000084178	Gm11759	pseudogene
ENSMUSG00000074753	Gm14092	antisense
ENSMUSG00000087594	BC039771	lincRNA
ENSMUSG00000081722	Gm11763	pseudogene
ENSMUSG00000083014	Gm11764	pseudogene
ENSMUSG00000085958	A930019D19Rik	antisense
ENSMUSG00000042938	Gm14117	pseudogene
ENSMUSG00000085796	4933406D12Rik	lincRNA
ENSMUSG00000022544	Fam86	protein_coding
ENSMUSG00000080870	Gm14111	pseudogene
ENSMUSG00000087618	Gm14114	antisense
ENSMUSG00000082158	Gm14116	pseudogene
ENSMUSG00000086509	Nkx2-2as	lincRNA
ENSMUSG00000053545	6430503K07Rik	antisense
ENSMUSG00000081971	Gm14115	pseudogene
ENSMUSG00000084371	Gm14113	pseudogene
ENSMUSG00000084774	Gm14110	lincRNA
ENSMUSG00000087521	AI646519	antisense
ENSMUSG00000083126	Gm14109	pseudogene
ENSMUSG00000080844	Gm14107	pseudogene
ENSMUSG00000008658	Rbfox1	protein_coding
ENSMUSG00000081741	Gm14106	pseudogene
ENSMUSG00000051986	A530006G24Rik	lincRNA
ENSMUSG00000086141	9030622O22Rik	lincRNA
ENSMUSG00000083750	Gm14108	pseudogene
ENSMUSG00000082911	Gm14119	pseudogene
ENSMUSG00000087678	Gm14120	lincRNA
ENSMUSG00000081580	Gm14129	pseudogene
ENSMUSG00000086963	Gm14135	lincRNA
ENSMUSG00000081314	Gm14132	pseudogene
ENSMUSG00000081470	Gm14131	pseudogene
ENSMUSG00000022715	Cldn26	protein_coding
ENSMUSG00000081494	Gm14130	pseudogene
ENSMUSG00000039345	Mettl22	protein_coding
ENSMUSG00000087029	Gm14133	lincRNA
ENSMUSG00000083055	Gm14140	pseudogene
ENSMUSG00000084320	Gm14125	pseudogene
ENSMUSG00000083077	Gm14126	pseudogene
ENSMUSG00000083964	Gm14122	pseudogene
ENSMUSG00000082740	Gm14127	pseudogene
ENSMUSG00000083325	Gm14121	pseudogene
ENSMUSG00000057880	Abat	protein_coding
ENSMUSG00000081092	Gm14128	pseudogene
ENSMUSG00000086407	Gm14123	lincRNA
ENSMUSG00000087406	E130215H24Rik	lincRNA
ENSMUSG00000086563	Gm14136	lincRNA
ENSMUSG00000082341	Gm14143	pseudogene
ENSMUSG00000084264	Gm14142	pseudogene
ENSMUSG00000082375	Gm14141	pseudogene
ENSMUSG00000085805	Gm14145	lincRNA
ENSMUSG00000067352	Gm14149	lincRNA
ENSMUSG00000087337	Gm14144	lincRNA
ENSMUSG00000087609	4930442J19Rik	lincRNA
ENSMUSG00000083391	Gm14148	pseudogene
ENSMUSG00000087495	Gm14152	lincRNA
ENSMUSG00000082809	Gm14150	pseudogene
ENSMUSG00000086659	Gm14146	antisense
ENSMUSG00000087433	Gm14167	antisense
ENSMUSG00000087035	BC052486	antisense
ENSMUSG00000051226	Gm9851	protein_coding
ENSMUSG00000043140	Tmem186	protein_coding
ENSMUSG00000081777	Gm14159	pseudogene
ENSMUSG00000022711	Pmm2	protein_coding
ENSMUSG00000086800	4930556L07Rik	lincRNA
ENSMUSG00000083088	Gm14153	pseudogene
ENSMUSG00000087033	Gm14155	lincRNA
ENSMUSG00000086620	Gm14157	antisense
ENSMUSG00000087004	Gm14154	antisense
ENSMUSG00000091622	Gm17464	lincRNA
ENSMUSG00000087490	A330076H08Rik	lincRNA
ENSMUSG00000087315	4930554H23Rik	lincRNA
ENSMUSG00000091113	Gm17311	lincRNA
ENSMUSG00000086217	Gm9530	lincRNA
ENSMUSG00000086116	Gm16608	lincRNA
ENSMUSG00000091458	Gm17444	lincRNA
ENSMUSG00000085692	Gm2061	lincRNA
ENSMUSG00000090488	A430105J06Rik	lincRNA
ENSMUSG00000090445	Gm17653	lincRNA
ENSMUSG00000087455	5330411J11Rik	lincRNA
ENSMUSG00000083276	Gm13551	pseudogene
ENSMUSG00000080982	Gm13549	pseudogene
ENSMUSG00000081157	Gm13552	pseudogene
ENSMUSG00000081236	Gm13574	pseudogene
ENSMUSG00000085975	Gm13572	lincRNA
ENSMUSG00000087181	Gm13570	pseudogene
ENSMUSG00000086603	Gm13620	lincRNA
ENSMUSG00000082330	Ldha-ps	pseudogene
ENSMUSG00000080198	Gm13573	pseudogene
ENSMUSG00000086196	Gm13571	antisense
ENSMUSG00000087283	Gm13580	antisense
ENSMUSG00000086578	Gm13583	antisense
ENSMUSG00000084115	Gm13566	pseudogene
ENSMUSG00000083195	Gm13567	pseudogene
ENSMUSG00000075325	Gm13582	lincRNA
ENSMUSG00000083334	Gm13579	pseudogene
ENSMUSG00000083197	Gm13581	pseudogene
ENSMUSG00000081954	Gm13626	pseudogene
ENSMUSG00000083018	Gm13555	pseudogene
ENSMUSG00000087518	Gm13561	antisense
ENSMUSG00000087681	Gm13565	lincRNA
ENSMUSG00000087422	Gm13564	lincRNA
ENSMUSG00000081817	Gm13590	pseudogene
ENSMUSG00000085029	Gm13569	antisense
ENSMUSG00000087702	Gm13575	lincRNA
ENSMUSG00000082127	Gm13577	pseudogene
ENSMUSG00000081065	Gm13576	pseudogene
ENSMUSG00000084104	Gm13578	pseudogene
ENSMUSG00000086881	Gm13594	antisense
ENSMUSG00000083707	Gm13592	pseudogene
ENSMUSG00000080766	Gm13593	pseudogene
ENSMUSG00000086701	Gm13595	antisense
ENSMUSG00000052865	Gm13619	antisense
ENSMUSG00000085160	Gm13617	antisense
ENSMUSG00000080728	Gm13616	pseudogene
ENSMUSG00000086671	Gm13618	antisense
ENSMUSG00000085386	Gm13630	lincRNA
ENSMUSG00000087301	Gm13629	antisense
ENSMUSG00000080855	Rpl35-ps1	pseudogene
ENSMUSG00000081307	Gm13627	pseudogene
ENSMUSG00000081973	Gm13600	pseudogene
ENSMUSG00000082218	Gm13602	pseudogene
ENSMUSG00000086908	Gm13598	lincRNA
ENSMUSG00000075314	Gm1322	lincRNA
ENSMUSG00000087043	Gm13599	antisense
ENSMUSG00000087467	Gm13601	antisense
ENSMUSG00000083910	Gm13604	pseudogene
ENSMUSG00000081299	Gm13603	pseudogene
ENSMUSG00000081257	Gm13607	pseudogene
ENSMUSG00000081899	Gm13606	pseudogene
ENSMUSG00000085182	Gm13596	antisense
ENSMUSG00000075312	Gm13597	pseudogene
ENSMUSG00000082836	Gm13612	pseudogene
ENSMUSG00000086819	Gm13613	antisense
ENSMUSG00000083592	Gm13614	pseudogene
ENSMUSG00000082345	Gm13622	pseudogene
ENSMUSG00000083007	Gm13623	pseudogene
ENSMUSG00000081857	Gm13624	pseudogene
ENSMUSG00000089902	Gm13625	processed_transcript
ENSMUSG00000085735	4930550G17Rik	antisense
ENSMUSG00000086132	Gm13631	processed_transcript
ENSMUSG00000047965	Rpl9-ps7	pseudogene
ENSMUSG00000087264	1500002O10Rik	antisense
ENSMUSG00000086515	Gm16292	antisense
ENSMUSG00000086699	Gm16510	pseudogene
ENSMUSG00000082303	Gm13633	pseudogene
ENSMUSG00000085868	Gm13632	lincRNA
ENSMUSG00000082190	Gm13641	pseudogene
ENSMUSG00000086846	Gm13642	pseudogene
ENSMUSG00000084946	Dlx1as	antisense
ENSMUSG00000087570	Gm13647	lincRNA
ENSMUSG00000086641	Gm13663	lincRNA
ENSMUSG00000084794	Gm13662	lincRNA
ENSMUSG00000081878	Gm13739	pseudogene
ENSMUSG00000087345	Gm13746	lincRNA
ENSMUSG00000085439	Gm13634	antisense
ENSMUSG00000085001	BB114351	antisense
ENSMUSG00000086231	4732447D17Rik	antisense
ENSMUSG00000084261	Gm13635	pseudogene
ENSMUSG00000081538	Gm13636	pseudogene
ENSMUSG00000080865	Gm13637	pseudogene
ENSMUSG00000083279	Gm13638	pseudogene
